visit_id,variation,completed
989429833_54739788910_511325,Test,0
104805821_49529469720_441232,Test,0
645187641_85346314381_248831,Test,0
45618266_46235210389_980669,Control,1
601590129_11336581326_982755,Control,0
338925575_52571314926_779571,Control,1
569073110_90848886893_968620,Control,1
254599286_55619787729_395716,Test,1
416534485_27411190689_453080,Control,0
19107905_50750226434_271086,Control,0
208913840_37219281720_628019,Control,1
122554113_63689906172_604105,Control,1
605937926_95771857485_616353,Test,1
776923506_97919895060_319878,Test,1
370896930_71475281193_879849,Control,1
922563076_19333400925_233835,Control,0
176298078_12051805862_80704,Test,0
571185526_81055557693_795334,Control,1
658734790_86588516257_533979,Control,0
49333477_81446157758_231712,Control,1
254951829_29103365947_34498,Test,0
260855794_48947514708_785719,Test,0
383563053_39743471575_537770,Test,0
239918596_53021708678_325705,Test,0
991486116_87519996197_994484,Test,0
92384224_40552998791_160558,Test,0
944989846_22800282138_465758,Test,0
814702480_37344630381_47094,Test,0
47809967_12883110912_991538,Test,1
968956999_33550258401_329192,Test,1
129984948_64834259632_505021,Test,1
145646073_62381785915_203165,Control,0
979375375_69311048949_550707,Control,1
488022988_74609768656_467654,Test,0
320496863_9122539929_282987,Test,1
897611419_84424147026_859171,Test,0
123870029_74160662340_882945,Test,0
65621227_64068150277_447922,Test,0
918003261_78973121760_275458,Test,0
980083673_37954697444_904400,Test,0
292596347_78347524148_618411,Test,0
280322977_67687803244_356883,Test,1
824928145_16681012665_937832,Control,0
848274827_88288677377_354594,Control,1
472899120_95551279600_250312,Test,1
342735768_84333825810_197285,Test,0
786561534_89509707989_41838,Test,0
224659840_40951559562_460438,Test,0
927137649_67806957619_178025,Test,0
562660854_65756472893_719588,Test,0
61885156_1401920593_261436,Test,1
506533836_25657549961_789014,Control,0
312786783_77851862911_206772,Control,0
350138082_61012942625_811940,Control,0
309418058_95208141187_558834,Control,1
603927443_45006359582_462895,Control,1
345243246_28620254478_731973,Test,0
312676919_31109160514_264638,Control,1
130608765_48872199808_870270,Test,1
420408271_73453255054_858585,Control,1
443378511_5077376976_980067,Test,0
728273373_39947201270_224403,Control,1
356851277_7099510364_571784,Test,0
308201279_78258995793_303447,Test,0
251174037_27112058190_669960,Test,1
771336945_43150713368_812045,Test,0
874750402_18132803147_643301,Test,0
90564083_73297307877_530976,Test,0
311719249_76841864076_849496,Test,0
417736411_51321227448_648819,Test,0
34037976_89715114920_518542,Test,0
855734137_79809919067_327095,Test,0
547098999_25540692211_15320,Test,0
137298284_90535597079_932236,Test,0
997067331_2655079020_503193,Test,1
37286935_87882881276_487172,Test,0
640215102_13222282829_246734,Control,0
131055659_32909840766_353345,Test,1
933059105_53513525079_229068,Control,1
170013054_89314864855_850845,Control,1
84955856_65264525204_782337,Control,1
710799512_91631096549_662988,Control,0
690765538_38188689954_605198,Control,0
547904102_74491356612_670982,Control,0
965300507_4222111779_424545,Control,0
264019809_9961804801_142400,Test,0
665251103_60300098393_875070,Control,0
452615375_9338929428_842814,Test,0
547083665_31754463084_71497,Test,1
865401920_55637003737_42770,Test,1
846722717_56347765878_71879,Test,0
170072398_21946263400_676542,Control,0
366706013_51303681569_950850,Control,1
644967236_45571991499_501672,Control,0
19617746_10524957236_491503,Test,0
432921458_35413865178_170531,Test,0
387753019_38179718624_306280,Control,1
485370160_34896680364_211111,Test,0
558169458_70403051098_203260,Test,0
913927613_64774723920_690585,Test,0
329668444_16428673895_98071,Test,0
872450940_36366925104_128960,Test,0
330504337_65744551273_332736,Test,1
485697260_59617032027_550802,Test,1
249233995_65400106016_680535,Test,1
46704290_91520543932_607588,Test,0
561812460_68201897892_369465,Test,0
649871711_25020357594_746613,Test,1
618613164_58644693626_33499,Test,0
277359069_16465881009_56719,Control,1
887912307_74420442718_445738,Test,1
128445991_20438532168_298019,Test,0
395164241_33409254150_714601,Test,0
341852511_52482901890_748531,Test,0
419551397_38471831184_287366,Test,0
860451378_78744732622_570471,Test,1
314804828_59267901879_426526,Test,1
603707443_73845495827_754596,Test,0
919092427_11476616551_149202,Test,0
65831395_11616481456_233601,Test,1
270328799_4570983539_741814,Control,1
659742304_17691022925_572043,Test,1
543456411_41743932943_444819,Test,0
190592393_17273070267_844108,Test,0
242189606_352913766_305479,Test,1
490446353_90654249386_769502,Test,1
569306059_88488474869_68227,Control,1
551294107_77841287374_380451,Control,1
534553621_1598862725_619262,Control,0
566966428_83172249296_140177,Test,1
783393496_58931214032_192674,Control,0
126991315_10671540320_502550,Test,1
471989337_41870451227_678084,Test,1
691155925_45354035813_371291,Test,0
620217186_30365116421_765830,Test,1
794115779_62482894391_248866,Test,0
336107710_78436425866_185549,Test,1
417283581_86017953374_802631,Test,1
994039712_57223685849_112849,Control,1
986117681_25188710481_216540,Test,0
312420714_92459450150_31693,Test,0
412385617_33151070815_171068,Test,1
441754262_55338834884_366111,Control,1
591026020_15607704464_753557,Control,1
951586503_20620521797_883299,Control,1
850526859_94450250103_568462,Control,0
738871484_82449003435_467565,Control,0
681762791_48902136019_662394,Control,0
157922923_81321448133_786222,Test,1
650191445_83379429350_467924,Control,0
89340935_59706857164_377130,Control,1
555646160_98190873764_211064,Control,1
875526781_15718668872_861475,Test,0
437200959_16059783476_755716,Test,1
843791808_38939017287_170994,Control,1
27255139_85777881158_225914,Control,0
371874820_24106815898_241281,Test,1
295259224_96480830431_454427,Control,1
93164360_89589008942_912430,Test,1
987026448_15829809946_427008,Test,1
431395511_99456099857_608167,Test,0
302821866_63522397833_445029,Test,0
924449608_52500966735_731060,Test,0
902880644_47630282315_492542,Control,1
66255928_15574096286_444501,Test,1
368337430_39470733641_245241,Control,1
535269330_22818854490_905225,Control,0
557876428_50391780022_153974,Test,1
235254540_65455622412_616522,Control,0
598637845_97541651218_288424,Test,0
75102064_40614237459_546538,Test,0
795085165_96208970428_325677,Test,0
597314437_83570123914_480057,Control,1
923396568_35444398268_370687,Test,0
62231314_90876030553_902375,Test,0
193275820_98545046131_534819,Test,1
22506431_98635307649_826982,Control,1
513765468_53707718005_510217,Test,1
473979324_97666426887_103185,Control,1
22459314_99499799986_910836,Control,1
127506353_91678654154_494221,Control,0
329623980_24559347879_684689,Control,0
169735004_19306420596_247166,Test,0
373945343_82293999947_275079,Control,1
109140695_24859270597_694344,Control,1
500007792_51643057546_284917,Control,0
767672568_39180560620_368789,Test,1
487361382_77708235854_301214,Test,0
561391609_82996176366_192484,Control,0
13205605_14426073954_328700,Control,1
919674337_19201184183_208375,Test,1
894525849_90398316105_345153,Test,1
187796144_6795621857_908185,Test,0
193207298_64759334015_262712,Test,1
145167750_56085545557_449418,Control,0
496418811_22066349030_706622,Control,1
7125911_76459955253_760309,Control,1
802791610_94591453670_554719,Control,0
44129439_37932148947_444320,Control,0
402968016_45242803129_101195,Control,0
416789378_8201290281_285805,Control,0
267839799_23774322691_459064,Test,1
851921135_56273565773_133453,Control,0
225052504_14451755484_200294,Control,0
889673938_76351070359_10311,Control,0
42198028_53846832172_100021,Test,1
470543150_57542844879_768756,Control,0
325302713_96010312986_412524,Control,0
906930905_98599862725_267843,Control,0
566461364_17023420246_136388,Control,0
404739081_11035319527_540334,Control,1
774583116_17098071054_503566,Test,1
816085862_8816351016_733107,Control,1
141766733_28644075059_185800,Control,1
225028022_56180980708_796486,Test,0
692883771_92393069285_329911,Control,1
363250194_67812872749_291191,Test,1
317927485_75381256117_579287,Test,1
703433129_44024819606_128226,Test,0
454861266_35633819092_933439,Test,1
955273274_34267718394_809029,Control,1
874051829_17335786069_589751,Test,1
264972814_33293340879_949624,Test,1
638012009_91967276776_107361,Control,1
130893872_76685158906_662685,Test,1
45992493_10202906507_275090,Test,0
561245199_57475075325_680650,Test,0
94426837_10685286519_98193,Test,1
790817820_2487939123_214708,Test,0
207621693_3878420488_448510,Control,0
187079607_78613465679_754483,Control,0
224280540_78039166123_880399,Control,1
178220534_70396433272_989827,Test,0
841323808_93024609143_214232,Control,1
242807608_64961814314_671847,Control,0
345208278_60721760650_877544,Control,1
904253164_19494132775_560911,Control,0
943339585_33501746477_880934,Control,0
190909465_86869730842_166889,Test,1
704067216_11818662113_449416,Test,0
233324670_31669893879_204971,Test,0
814869975_32112696425_94362,Test,0
519912916_17994710148_168914,Test,0
686092138_38150698597_459978,Test,0
719819890_52673311298_420637,Test,1
571790090_33435530992_525607,Test,0
778513200_5776413966_620317,Control,0
499836373_80355403479_56252,Control,0
926424510_6680868920_863858,Control,1
161090241_71985219592_203796,Control,0
964024081_85333446123_632745,Test,0
976094211_38570703944_311186,Test,1
904204314_59046389192_462231,Test,0
432664961_10544857021_666055,Test,1
744776581_25936790339_849391,Test,0
447798681_22267290817_268278,Control,1
640353761_92715537156_997874,Test,0
281999452_72232867202_419685,Test,1
807243168_56084877131_455577,Test,1
686583759_28678835622_454454,Control,1
144029181_35829779374_378934,Test,0
480859571_43555645542_854215,Test,1
331382725_67355167891_919931,Test,1
254363386_37002571480_752007,Control,0
180219158_603012782_26317,Control,1
56719336_62417278749_832926,Test,1
844074888_3426374730_773130,Control,1
605050767_94248292929_4460,Test,0
413170894_18250433785_562034,Test,0
77731869_68864348381_127030,Test,1
358133273_41710524895_22101,Test,1
567857513_71522786763_965938,Test,0
431977050_17717388414_982000,Test,0
276353615_49888348633_840445,Control,1
880779204_30311973113_726369,Control,0
216600937_17848626236_53961,Control,1
986236565_96739405672_208173,Test,1
606300243_60300780836_953570,Test,0
230971414_73906759407_772273,Test,0
871047550_25278494495_46257,Test,0
959205158_78008126815_573520,Test,1
717628880_22242214379_598256,Test,1
508508744_21824634850_853963,Test,0
334278497_40634090718_901118,Control,0
119454601_76774270593_99855,Control,1
349196404_93320525483_584146,Test,1
413105133_3537514743_235612,Control,0
805326580_58175349164_512807,Control,1
94969665_63040957781_936931,Control,1
403697445_42304454593_703604,Test,0
11209041_10706817176_951283,Control,0
510682951_77938868117_577622,Control,1
84401574_92476754680_560223,Control,0
780187095_3987026920_497417,Control,0
845349510_83468181245_197561,Test,1
582782016_57349099794_622962,Test,1
588177024_92424515386_337112,Test,0
520546348_61978638226_193499,Test,0
812230002_96482021611_540519,Test,1
54748636_88014965808_136751,Control,1
107084877_94470350214_30033,Control,0
935624560_20660354320_795781,Control,1
723384666_47443671425_152825,Test,0
795869338_4809125740_424771,Control,1
668337298_7310355144_366373,Control,0
885189909_56330456332_99210,Control,0
350921594_14915051289_906875,Control,0
53322684_35940699992_949702,Test,0
938736384_32265918304_827766,Test,1
756913013_50995157215_659526,Test,0
306516656_98411148955_444429,Test,0
990935989_17448142608_406135,Test,0
29902348_55668241744_893458,Test,0
329183812_58440201544_965032,Test,1
948125044_2810950710_916839,Control,1
511655103_20942133691_595523,Test,0
448204027_18215676335_725166,Test,0
225094596_20163343637_587101,Test,1
446459504_35606347365_493895,Test,1
821242671_23559786713_282946,Test,1
864271900_32451907163_904135,Control,1
109573441_61601390265_656011,Control,0
428447316_25456876210_110007,Test,1
533317159_66739414350_38198,Test,0
32473656_15108802765_688189,Control,1
353958750_26248499599_737228,Control,0
366660733_74183026869_487206,Test,1
781855232_17247231870_422529,Control,0
788774612_79963726266_999432,Test,1
879772574_40344495504_521925,Control,1
944808020_19652428441_506276,Test,0
302540292_84612897223_512126,Test,0
559278965_23671110374_374958,Test,1
792499075_86333682098_206365,Control,0
994926873_75182556420_157870,Test,0
214342889_89615863599_729554,Test,0
542446626_26921580683_842745,Control,0
556946018_19942713228_724363,Test,1
671678169_35863832283_449142,Control,1
747700052_79924766912_910919,Test,1
190541926_52533207686_496497,Control,1
951954448_3534994415_634369,Test,1
656530230_12354041288_775419,Test,1
72838098_98592921875_538391,Test,1
134510286_61890935023_988111,Control,1
662951565_27686314104_897589,Control,0
800415272_2187249591_881484,Control,0
876839233_42679532219_261701,Control,0
887118197_7540033580_640054,Control,0
978396625_97940719065_497541,Test,0
757766206_35481106061_528934,Control,1
712214528_85672507583_220370,Control,0
377601670_83510572187_828396,Control,0
773149707_79056565966_1938,Control,0
637707474_27115475124_79114,Test,0
468730164_64691167489_233133,Test,1
976791896_30115068778_899769,Test,1
251736780_73239582268_384737,Test,0
388196935_28095696593_642046,Control,1
94096820_31787723771_142611,Test,0
321153668_55334583766_668658,Control,0
484007608_81301662040_691909,Control,1
965909028_40050653883_275565,Test,1
601276319_43887046164_893339,Control,0
322769443_5525500708_930032,Control,1
227142151_8608366061_479828,Control,0
17298646_84689487726_611520,Control,0
701438469_22454113111_346751,Control,0
406251391_62012312411_147789,Control,0
155319243_40706784013_77093,Test,1
738801573_16431775397_129048,Test,0
725260973_36272873823_85626,Control,0
86981104_95135272872_969181,Control,1
747439156_91835047952_504013,Control,0
173197895_77424521183_598485,Control,0
515168860_27838163873_67850,Control,0
944692665_43789541157_181803,Control,0
73216900_50930817437_507508,Test,1
983188115_94748627335_608604,Control,1
558483289_20974205101_330247,Control,1
29541097_20466003332_912776,Test,0
303015451_14354245535_373503,Test,0
617926654_64915066437_289725,Test,0
122708419_21799297007_972510,Test,1
648066416_19729226067_81066,Control,1
185268667_95016899507_161366,Test,0
316993216_49708372304_801638,Control,0
104919806_96804405687_501195,Test,1
233903515_82263101082_27335,Control,1
401790940_74737450841_532008,Control,1
929610443_72921995624_207628,Test,1
603929090_6644182513_186797,Control,1
912558319_22949979384_667006,Test,0
356549486_83727228650_639957,Test,1
506171122_89660723245_273191,Control,1
324757419_12820504723_977072,Control,0
757048260_45041232506_279899,Control,1
498505436_65308288922_387255,Control,0
844649026_74429846916_736229,Control,0
233513969_77539244899_801591,Test,1
107725310_23422533180_657653,Test,0
900994497_97134770160_468971,Test,1
163597841_39150588226_666650,Control,1
633118387_35303696214_850332,Control,1
654123083_38528410554_797809,Control,0
966384028_83268666_408246,Test,1
48481582_17297023973_948947,Test,0
513621155_67565842791_963781,Test,1
71951318_72442672249_450497,Control,1
267969054_5279792832_940285,Control,0
495253704_50341484883_69441,Control,0
206188665_78879294283_590077,Test,1
196696282_15263385541_118863,Test,0
391338503_15921512627_121376,Test,1
779492615_13191304036_59592,Control,1
985840114_45345171916_86093,Control,1
959211001_385175228_330296,Test,0
535000106_28960549632_134551,Test,0
416385539_64625642437_213496,Test,0
119271147_53136771508_726019,Control,0
777024729_59336330660_197691,Control,1
689059595_52768958390_597564,Test,1
958427103_555181089_758331,Test,1
60465559_38253745297_956885,Test,1
173240813_53569916035_844848,Test,1
579488715_52663908329_218883,Test,0
450998336_75383343560_145848,Test,1
168466902_43900846426_814643,Test,1
860580950_91144842418_367471,Test,0
638803323_77089014915_721847,Control,0
551319223_28214785898_885073,Control,1
997947993_68845965078_631918,Control,0
559827674_84597749331_835219,Control,1
6577770_70616760531_983722,Test,0
120742909_78876939660_439746,Test,0
786628832_37226766930_761183,Test,0
993169661_39752376439_457357,Control,1
177224778_26713597007_187623,Control,0
824716238_15198402969_451774,Test,0
288405664_74921596034_239720,Test,0
656451865_43458168353_703962,Test,1
615580075_65905641238_146564,Test,0
365187174_43100731188_164047,Test,1
420858911_21209146722_667706,Test,1
194903364_75794625079_44012,Control,0
480669851_21624166323_155401,Control,1
239852282_61484592036_300317,Control,1
398213982_59048220732_676428,Control,0
738627497_4810918916_252042,Control,1
3450468_28430347786_189258,Test,1
625367944_91472919488_216147,Test,0
874688828_80916005290_692215,Test,0
366227791_67239965062_632073,Control,1
36237674_7802115412_738223,Control,1
423009168_6869874345_170132,Test,1
208339978_69493092960_50228,Control,0
239335483_53493590551_875419,Test,1
622912402_35870555507_589329,Test,1
961088596_68119571881_463643,Test,1
337097426_71148936759_862396,Control,1
453541728_54943847282_208075,Test,0
763355240_52199580673_923540,Control,1
896374978_41621013555_355037,Control,0
584196553_11859457204_671395,Control,0
516164008_58884491265_818558,Control,0
988325747_12525833728_345234,Control,0
731565610_3342076677_432606,Test,1
36272849_53500471805_760418,Test,1
827699661_52728902073_802832,Control,0
998659278_9596653763_152104,Control,0
929997924_22336274403_606096,Test,1
268450731_14366360550_127523,Control,1
344736357_81368781528_477128,Control,0
433489615_69929632509_84779,Control,1
9812187_97206208042_930397,Control,0
882448969_30703905254_375908,Control,0
139325152_16046274763_191859,Test,1
558640249_45375408456_329828,Test,0
19772754_50272214863_722234,Test,0
122395149_90085657079_289918,Control,0
127761986_64804733207_377181,Control,0
643108841_7919694794_835275,Control,1
454722718_13272421788_767101,Control,0
814273868_9451489980_189630,Control,0
304734831_72572850246_760215,Control,1
356566159_41005423248_44650,Control,1
603397034_47486013935_896696,Control,1
319431987_65456452213_210271,Control,1
559396354_69089595282_692770,Control,0
459791956_83390417037_639239,Control,0
500036493_79705772916_231659,Control,0
612866600_45440210270_11535,Test,1
477012682_5770913506_303270,Control,1
878158562_31280787832_232457,Test,0
82245428_29348426965_906319,Control,0
447004203_71179480082_703861,Test,1
745856338_50063843798_658017,Test,0
775445096_59068877969_413108,Control,1
351352892_31559021218_150094,Test,1
321707831_92292673954_313995,Control,0
665506577_41784909288_543545,Control,1
418976787_33472296670_284536,Control,0
827753028_7113182779_188048,Test,1
463842561_30142916992_847169,Control,0
842253539_33863875170_678843,Control,0
283686557_13384460129_701593,Control,0
798574460_25675052749_651577,Control,0
21706567_52881103507_287329,Control,0
870945961_57113056139_892410,Control,0
165513996_97405640376_586469,Control,1
37963255_89091476535_164704,Test,1
433311_22031089268_266093,Test,1
412422108_27238534995_744959,Test,1
105397247_2189954903_518088,Control,1
223821733_48055696804_4895,Control,1
680982709_11804627990_757367,Control,0
164491397_46592523234_567259,Control,1
895583436_76174183110_558551,Control,1
975371816_79005449932_77812,Test,0
19421329_27609135995_877523,Test,0
503700749_43152146152_167947,Test,0
160796651_65234772833_177954,Test,0
31601749_29545140558_143403,Test,1
316052293_94737536090_288126,Control,1
234692580_90229409395_162736,Test,1
853307196_52170118496_178598,Test,1
709336885_33408661581_408702,Control,1
567896724_38925707313_817142,Test,0
954098116_76914789988_643602,Control,0
408710986_63346909563_526120,Control,0
272665050_97418994579_701644,Control,1
121285367_52453713985_273659,Test,1
217670915_1327344057_955170,Test,1
18941167_66685106346_831454,Test,1
725902883_94281394211_912404,Test,0
288696250_87165759481_75391,Test,0
920338135_97399324205_819510,Test,0
3810693_3160501769_497197,Test,0
624885461_23819465294_195388,Control,1
152103848_64359919351_31585,Control,0
423095730_4509147814_375865,Control,1
195754319_69315129072_151799,Control,1
744188013_25277926409_604548,Test,1
964378366_65336461646_633626,Control,1
828700866_93675027417_587785,Test,0
725052578_64421910800_210796,Test,0
452667585_68587615099_78161,Test,1
945270821_47782025481_556958,Control,1
526605144_93566698721_317010,Test,0
290064362_43780675601_374952,Test,0
677609184_15274596084_893597,Control,0
420792692_36345470907_153417,Control,1
187147482_49161602267_425750,Control,0
878149558_45546903135_33404,Control,0
945577258_6835611550_485261,Control,0
339757429_53528073371_515538,Control,1
766639490_54859042710_774548,Test,1
326173621_7801156707_531865,Control,1
107245514_55200399787_241606,Test,0
500035403_73548009742_896638,Test,0
738159009_20988388264_11265,Test,1
337683378_99568971314_614749,Test,0
352829091_48492601498_655096,Control,1
729999701_30852197494_933568,Control,1
366249794_4375562298_148886,Test,0
268591160_52838267424_164637,Test,0
389786137_84234335099_924161,Control,1
361291686_21752897039_874096,Test,0
733802941_38042177841_179277,Test,1
508385657_13107481978_33902,Test,0
393364718_36369144933_971129,Control,0
746704051_51979094909_133092,Control,0
192565667_65828871441_110628,Control,0
741881197_57777900333_828532,Test,0
749679913_52412921698_544937,Test,1
277557670_77778619670_202288,Control,0
147121369_47704794974_560666,Control,1
442570523_43309225418_683426,Test,0
793412352_99030142471_762600,Test,1
71769197_37333124824_124669,Test,1
693003_81866871863_314558,Test,0
271324341_95286282932_229499,Test,1
678403454_91903181579_75243,Control,0
365865485_3003231779_680605,Test,1
772137030_48270859936_597234,Control,1
133522887_49992890777_13121,Test,1
849339759_81313455613_179578,Control,0
936575958_34890269057_570607,Control,0
690185246_34303481322_966012,Control,1
616620209_70400592642_438450,Test,0
876097865_50580268225_634105,Control,0
439049860_93519781974_400339,Control,0
897725140_44445910651_80613,Control,1
321630040_2954702241_870870,Control,0
329567652_27679728047_259998,Test,1
115222902_62832100679_634101,Test,1
7164477_34089285222_455741,Test,0
106742846_97029063001_192846,Control,1
707468425_75456439501_54481,Control,0
155687019_78107651245_30374,Control,0
637014200_60504997643_335724,Test,1
554797149_18498798786_216375,Test,1
94154612_78711180794_168904,Test,1
712062186_43885858162_29512,Control,1
970414193_59216847631_694543,Control,0
616782367_55263823507_475800,Test,0
446676470_42901999562_357860,Test,1
195560574_72823639957_412104,Control,0
869111189_71538922839_767671,Control,1
968938822_65391907394_298220,Control,1
487626865_51193061567_409913,Control,1
599005418_835313017_3161,Control,1
942771740_53875091388_827496,Control,1
781408036_6822100656_122607,Test,1
458428344_30429806269_983473,Control,1
759297423_93150025614_958043,Control,1
587224788_30967697362_550690,Test,0
117148374_23007934750_723969,Test,1
194442008_84357683735_144168,Test,1
162107832_19152200999_280170,Test,0
320155545_76344224122_562030,Test,0
318015365_72407678056_963059,Control,1
475354179_9777176516_832298,Test,1
557919745_64151424703_872467,Control,0
377912117_74739051325_355102,Test,1
333501772_83509979273_395993,Control,0
995395430_44765505145_594664,Test,1
403347758_59412740717_601797,Control,0
838877581_90719960783_635182,Test,1
866612425_67352651041_73279,Test,1
929916814_76887438181_254188,Test,1
27917532_45020912016_138780,Test,0
738869786_926143587_689621,Test,1
88666448_2560856675_367172,Test,1
478022_88741318402_845547,Test,0
422751587_12681274976_969090,Test,1
486713981_29825414007_68438,Control,1
755637020_11922304945_783327,Test,0
789849886_42539017867_987918,Control,0
141901055_58519029314_203451,Test,1
762303951_92405506128_2393,Test,0
77720139_42387537322_613653,Control,0
992479209_30331130105_537055,Control,0
388440285_18274045099_798071,Control,1
131549310_39584552185_886703,Control,1
430451489_81453836998_151241,Control,0
825117994_26060454300_825824,Control,0
128375768_88788300716_536830,Control,1
805849784_95394000074_430683,Control,0
284004691_81471226293_638459,Control,0
101715826_97622208061_360008,Control,0
977310027_28446556848_530756,Control,0
706936826_15898283228_478484,Control,0
494495950_55376144679_396157,Test,0
240321657_75149689619_555332,Test,1
189817106_93176189738_983800,Test,0
949724905_28647538024_742788,Control,0
106991823_36926773912_894581,Control,1
989209427_44144905221_418253,Control,0
588721363_75617309094_372199,Control,0
396137359_87723338425_664893,Test,1
90866844_66986211145_821128,Test,0
70213891_5307271101_283320,Test,1
590363520_74235363635_683301,Test,0
803617227_77878280394_35458,Test,1
537154097_49543029917_156023,Test,0
72154882_30516639878_267715,Control,0
809838328_98836602599_18263,Control,0
1444653_49237159514_856508,Control,0
788132234_24468199060_998435,Test,1
57485238_71854557741_141017,Control,0
965949007_16392445039_343993,Test,1
713363538_79756678882_168437,Test,0
97000105_54115260571_813049,Control,1
369679725_20680319519_627270,Control,0
863226481_31663532553_784128,Control,0
675458002_81365003580_441745,Control,1
530194668_74437921962_710633,Control,0
634474190_92435341076_804774,Control,1
199326252_19749280011_204234,Control,1
579562314_71047346506_670880,Test,0
884304316_70455445762_214092,Control,0
357703495_10822258533_16215,Control,1
852483617_6220897394_741516,Control,1
570798010_72823729449_657887,Test,1
698437779_55294248686_987907,Control,0
689938709_65193929298_965147,Control,1
366135500_68023479380_922316,Control,1
737050078_86934332379_63523,Test,1
620244839_12869703913_32327,Test,0
524562098_66964136617_938567,Control,1
921712596_73020749376_145635,Control,1
134636676_37861435411_605939,Test,0
306260486_34281291633_108208,Control,1
307495201_12339134159_262224,Test,1
998670692_40495942473_453457,Control,1
788596939_28024236132_212014,Test,1
47202945_57260751561_37189,Test,0
800335910_50194501134_788596,Test,0
946565560_18681561941_523712,Test,0
739450941_20868570730_766767,Test,1
388021939_31317868976_874564,Test,0
378203632_88339342143_834634,Control,0
61305424_29189469734_989568,Test,0
256892400_20180325049_654866,Test,1
576638125_18121769072_661587,Control,1
436900655_82470737673_199365,Control,0
265891541_78759074754_823070,Control,1
228223429_8480145509_770240,Control,0
22287827_32719517970_997033,Test,0
268537928_24818851962_687182,Test,1
669269020_61160050144_631930,Control,1
571746208_30733057185_714987,Test,0
404056753_69167660298_558271,Test,0
741446085_56751814714_424204,Control,1
733886029_33920714891_22663,Control,0
183615315_48663746973_377198,Control,0
824330007_81940155086_571100,Test,0
456194711_13749386481_668063,Control,1
667101538_24374435013_379328,Control,1
658840180_73607504506_4541,Control,1
721211444_99123196060_438045,Test,1
928266737_83319711582_162447,Test,1
640343908_1775970316_341109,Control,1
821531336_65450467277_25179,Control,0
722818884_26509005484_594700,Control,1
825855967_78714500444_654990,Test,0
887844782_91134648112_710080,Control,0
968907095_5415598143_155498,Test,0
258321255_22327621997_515072,Control,1
123624939_50789700253_638687,Test,1
62996398_3944181854_327432,Test,0
781104273_68984286997_378206,Test,0
946844988_63627748878_598180,Test,1
798194925_24664237009_566630,Control,1
829579475_5223621818_161549,Test,0
285885110_85931030848_194565,Test,1
247722761_40963529755_638993,Test,1
590506603_60903658892_94396,Control,0
475170311_83530894380_831996,Control,1
875046640_55996339709_109742,Test,0
240962139_94990953278_418319,Test,1
671161443_80097341459_121255,Control,0
130276396_13077892110_86898,Control,0
820335280_11519886965_315705,Control,0
859321111_3655555598_96776,Control,0
667367414_4999803295_414734,Control,1
940451794_91935524503_582916,Control,0
281358631_53089210485_945756,Test,1
26258639_34188885515_522210,Test,0
674451277_66395655937_901818,Control,0
499460493_84858489578_646694,Test,0
917938501_77751078460_730536,Test,1
170338304_46575328964_465038,Control,1
516041819_99714077009_566610,Control,1
801515515_21069634672_996336,Test,0
4645412_84058533354_110995,Test,1
991175978_45404335393_382780,Control,1
76638338_23735838440_135868,Test,0
699149591_46306194733_996236,Test,1
535047410_51310106047_447146,Control,1
286084387_45736651203_547701,Test,1
290787377_84374886764_166717,Control,0
781820683_75262890234_782308,Test,1
535958265_78611666615_997237,Test,0
84695399_27764019903_548727,Test,0
386317508_23920578791_459038,Test,0
612064770_3112676107_900265,Control,1
599696998_8894585377_761654,Control,1
100608591_65788886975_921579,Control,1
293630407_94153328353_934235,Test,0
792557051_72677087224_260618,Control,1
244719935_30617522301_392831,Control,1
30189480_55073159996_974728,Test,1
687679031_6141269780_671068,Control,0
931138845_20607795287_898392,Test,0
745758140_93258036999_865770,Test,0
60227118_50579291935_748666,Test,0
856842555_81137774694_138853,Test,0
993334021_42367805258_714676,Test,0
588733605_50446947699_319942,Control,1
621495635_64806118398_438116,Test,0
303076388_6462890348_2201,Control,0
349988140_7197765177_7956,Control,1
213223062_36502717807_243614,Control,0
813423652_74391838414_875262,Control,1
815935296_38494910645_694146,Test,0
122796027_91792703359_538061,Test,0
423611202_91172174744_795643,Test,0
386358610_33814100193_311855,Test,1
968163792_40815135964_870383,Test,0
99091171_3687584730_936113,Control,1
382859024_59825992602_190462,Control,0
23811678_99173921413_327910,Control,0
881701880_95320815962_951734,Control,0
758484629_88970531995_178062,Control,0
109687265_46478528055_860131,Control,0
682446524_87526002553_238563,Control,0
776147059_88875412757_271373,Control,0
545867087_41476573971_54950,Test,1
394485426_54253912504_935635,Control,1
183286673_24748189807_479892,Test,0
111201925_49456733189_59478,Control,1
895798673_9580486890_648037,Control,0
465412971_33824817492_86307,Control,1
224251213_79369353837_772755,Control,1
237768616_27076052833_96774,Control,0
766617953_64393444621_810149,Control,0
38246673_12799274998_858720,Control,0
450605387_21770036296_578979,Control,1
119699813_20467913560_510695,Test,1
426197390_89056355244_888558,Test,0
938257637_78096235234_647625,Test,0
920937107_28876970035_650056,Test,0
442493153_21502715868_391464,Test,1
815027733_24900475283_556819,Test,1
112139432_53420964979_604947,Test,0
548726219_61556647968_406688,Test,0
3872265_58405298050_55657,Control,0
680042387_60753984310_351743,Control,0
443899597_79902757297_292044,Test,1
240083489_53820948606_756387,Test,1
258898991_60123009458_496085,Test,0
